model-1589910291,1589910303.726,0.63,0.2277,0.56,0.2375
model-1589910291,1589910303.822,0.65,0.2227,0.68,0.2276
model-1589910291,1589910303.94,0.66,0.2187,0.6,0.233
model-1589910291,1589910304.052,0.77,0.2022,0.57,0.2389
model-1589910291,1589910304.158,0.6,0.2273,0.6,0.2298
model-1589910291,1589910304.257,0.67,0.2145,0.6,0.2235
model-1589910291,1589910304.367,0.66,0.2215,0.67,0.2106
model-1589910291,1589910304.499,0.62,0.2237,0.53,0.2569
model-1589910291,1589910304.614,0.64,0.2176,0.6,0.2308
model-1589910291,1589910304.737,0.65,0.212,0.66,0.2251
model-1589910291,1589910304.846,0.6,0.236,0.54,0.2559
model-1589910291,1589910304.949,0.56,0.2662,0.69,0.2076
model-1589910291,1589910305.045,0.62,0.2433,0.75,0.1883
model-1589910291,1589910305.143,0.69,0.2071,0.6,0.2377
model-1589910291,1589910305.312,0.65,0.2176,0.67,0.2301
model-1589910291,1589910305.422,0.76,0.1714,0.61,0.2292
model-1589910291,1589910305.533,0.58,0.2506,0.64,0.2411
model-1589910291,1589910305.632,0.61,0.2466,0.61,0.2327
model-1589910291,1589910305.747,0.68,0.2165,0.69,0.2031
model-1589910291,1589910305.861,0.68,0.2077,0.64,0.203
model-1589910291,1589910305.977,0.57,0.2364,0.58,0.228
model-1589910291,1589910306.109,0.63,0.2269,0.7,0.2114
model-1589910291,1589910306.232,0.64,0.2202,0.67,0.2155
model-1589910291,1589910306.336,0.64,0.2218,0.64,0.2266
model-1589910291,1589910306.441,0.61,0.232,0.6,0.2474
model-1589910291,1589910306.541,0.62,0.2229,0.62,0.2227
model-1589910291,1589910306.655,0.63,0.2251,0.69,0.2223
model-1589910291,1589910306.755,0.67,0.2259,0.67,0.2189
model-1589910291,1589910306.849,0.59,0.2399,0.63,0.2328
model-1589910291,1589910306.951,0.72,0.2016,0.63,0.2146
model-1589910291,1589910307.064,0.71,0.1858,0.6,0.2174
model-1589910291,1589910307.16,0.59,0.2243,0.66,0.204
model-1589910291,1589910307.262,0.71,0.2071,0.61,0.2166
model-1589910291,1589910307.365,0.67,0.211,0.65,0.2311
model-1589910291,1589910307.479,0.6,0.2208,0.53,0.2553
model-1589910291,1589910307.575,0.58,0.2452,0.62,0.2239
model-1589910291,1589910307.691,0.59,0.2306,0.6,0.241
model-1589910291,1589910307.792,0.59,0.2402,0.61,0.2188
model-1589910291,1589910307.889,0.63,0.2324,0.72,0.1947
model-1589910291,1589910308.038,0.7,0.2134,0.59,0.2413
model-1589910291,1589910308.131,0.53,0.2488,0.59,0.2315
model-1589910291,1589910308.218,0.7,0.211,0.55,0.2457
model-1589910291,1589910308.311,0.67,0.212,0.5,0.249
model-1589910291,1589910308.41,0.65,0.2224,0.5,0.2539
model-1589910291,1589910308.512,0.59,0.2329,0.61,0.2325
model-1589910291,1589910308.613,0.5,0.265,0.72,0.2188
model-1589910291,1589910308.722,0.69,0.2179,0.69,0.2112
model-1589910291,1589910308.832,0.59,0.2531,0.68,0.2241
model-1589910291,1589910308.964,0.59,0.2271,0.54,0.2594
model-1589910291,1589910309.073,0.65,0.2278,0.53,0.2375
model-1589910291,1589910309.166,0.64,0.238,0.49,0.2462
model-1589910291,1589910309.258,0.62,0.2245,0.57,0.2444
model-1589910291,1589910309.355,0.61,0.2267,0.59,0.2224
model-1589910291,1589910309.458,0.56,0.2447,0.66,0.2276
model-1589910291,1589910309.572,0.64,0.2389,0.56,0.2395
model-1589910291,1589910309.667,0.57,0.2294,0.61,0.2327
model-1589910291,1589910309.755,0.63,0.2273,0.59,0.2192
model-1589910291,1589910309.866,0.61,0.2328,0.61,0.2433
model-1589910291,1589910309.98,0.7,0.2134,0.7,0.2259
model-1589910291,1589910310.081,0.63,0.2218,0.57,0.2341
model-1589910291,1589910310.173,0.57,0.2474,0.63,0.23
model-1589910291,1589910310.31,0.69,0.2102,0.67,0.2182
model-1589910291,1589910310.423,0.56,0.2363,0.67,0.206
model-1589910291,1589910310.522,0.58,0.2369,0.58,0.2285
model-1589910291,1589910310.621,0.58,0.225,0.66,0.2142
model-1589910291,1589910310.721,0.65,0.2377,0.7,0.2062
model-1589910291,1589910310.82,0.55,0.2464,0.7,0.2011
model-1589910291,1589910310.912,0.6,0.2313,0.67,0.2205
model-1589910291,1589910311.011,0.64,0.2236,0.61,0.2398
model-1589910291,1589910311.101,0.7,0.2187,0.71,0.2125
model-1589910291,1589910311.203,0.72,0.2048,0.64,0.2115
model-1589910291,1589910311.294,0.63,0.2236,0.56,0.2412
model-1589910291,1589910311.386,0.66,0.2331,0.6,0.2228
model-1589910291,1589910311.479,0.64,0.2213,0.64,0.2292
model-1589910291,1589910311.57,0.63,0.2313,0.62,0.2143
model-1589910291,1589910311.666,0.67,0.2167,0.67,0.2192
model-1589910291,1589910311.762,0.64,0.2128,0.62,0.2218
model-1589910291,1589910311.855,0.71,0.2146,0.69,0.2074
model-1589910291,1589910311.949,0.7,0.205,0.56,0.2473
model-1589910291,1589910312.036,0.6,0.2174,0.64,0.2328
model-1589910291,1589910312.136,0.68,0.1915,0.63,0.2265
model-1589910291,1589910312.227,0.6,0.219,0.63,0.2311
model-1589910291,1589910312.328,0.53,0.2502,0.66,0.2177
model-1589910291,1589910312.424,0.72,0.2105,0.63,0.221
model-1589910291,1589910312.521,0.62,0.2184,0.65,0.2175
model-1589910291,1589910312.615,0.56,0.2473,0.69,0.22
model-1589910291,1589910312.717,0.61,0.2346,0.61,0.2438
model-1589910291,1589910312.813,0.7,0.2108,0.71,0.1936
model-1589910291,1589910312.91,0.7,0.1973,0.66,0.2232
model-1589910291,1589910313.006,0.64,0.2283,0.67,0.2139
model-1589910291,1589910313.114,0.66,0.2064,0.62,0.2325
model-1589910291,1589910313.225,0.68,0.2038,0.64,0.2185
model-1589910291,1589910313.327,0.68,0.2118,0.7,0.2056
model-1589910291,1589910313.432,0.65,0.2201,0.67,0.2135
model-1589910291,1589910313.547,0.61,0.2217,0.61,0.2434
model-1589910291,1589910313.661,0.63,0.2195,0.64,0.2178
model-1589910291,1589910313.761,0.68,0.2061,0.61,0.2257
model-1589910291,1589910313.863,0.7,0.2023,0.62,0.2329
model-1589910291,1589910313.965,0.63,0.2282,0.57,0.2606
model-1589910291,1589910314.06,0.56,0.2616,0.62,0.2157
model-1589910291,1589910314.154,0.66,0.2079,0.6,0.239
model-1589910291,1589910314.255,0.6,0.2349,0.55,0.2515
model-1589910291,1589910314.354,0.61,0.2358,0.66,0.219
model-1589910291,1589910314.444,0.65,0.2219,0.65,0.2193
model-1589910291,1589910314.543,0.68,0.2293,0.58,0.2448
model-1589910291,1589910314.636,0.64,0.216,0.62,0.239
model-1589910291,1589910314.74,0.66,0.2132,0.62,0.24
model-1589910291,1589910314.835,0.65,0.2182,0.63,0.2227
model-1589910291,1589910314.909,0.77,0.2014,0.64,0.222
model-1589910291,1589910315.028,0.64,0.22,0.59,0.2351
model-1589910291,1589910315.125,0.75,0.1923,0.61,0.2292
model-1589910291,1589910315.217,0.65,0.2208,0.58,0.221
model-1589910291,1589910315.313,0.66,0.2082,0.68,0.22
model-1589910291,1589910315.412,0.66,0.2178,0.69,0.2226
model-1589910291,1589910315.507,0.73,0.1921,0.61,0.2462
model-1589910291,1589910315.607,0.72,0.1939,0.59,0.2496
model-1589910291,1589910315.701,0.65,0.2184,0.7,0.2058
model-1589910291,1589910315.798,0.67,0.2087,0.7,0.1965
model-1589910291,1589910315.89,0.7,0.1935,0.71,0.1987
model-1589910291,1589910315.99,0.67,0.2164,0.63,0.233
model-1589910291,1589910316.089,0.66,0.212,0.68,0.2062
model-1589910291,1589910316.188,0.66,0.201,0.68,0.2066
model-1589910291,1589910316.281,0.65,0.2242,0.76,0.1903
model-1589910291,1589910316.376,0.65,0.2272,0.6,0.2545
model-1589910291,1589910316.478,0.69,0.1903,0.69,0.2057
model-1589910291,1589910316.577,0.67,0.2182,0.66,0.202
model-1589910291,1589910316.669,0.71,0.1994,0.63,0.2255
model-1589910291,1589910316.761,0.69,0.196,0.62,0.2389
model-1589910291,1589910316.856,0.67,0.2006,0.61,0.2191
model-1589910291,1589910316.949,0.58,0.2608,0.73,0.1855
model-1589910291,1589910317.04,0.74,0.1841,0.55,0.2603
model-1589910291,1589910317.139,0.7,0.2009,0.65,0.246
model-1589910291,1589910317.228,0.56,0.2761,0.61,0.2419
model-1589910291,1589910317.334,0.65,0.2089,0.73,0.1892
model-1589910291,1589910317.43,0.66,0.2219,0.64,0.2515
model-1589910291,1589910317.541,0.7,0.2068,0.52,0.2825
model-1589910291,1589910317.63,0.53,0.2782,0.6,0.2438
model-1589910291,1589910317.735,0.65,0.224,0.66,0.2053
model-1589910291,1589910317.833,0.71,0.1845,0.65,0.2189
model-1589910291,1589910317.934,0.66,0.2082,0.6,0.2358
model-1589910291,1589910318.026,0.72,0.1895,0.7,0.2063
model-1589910291,1589910318.122,0.59,0.2306,0.6,0.2255
model-1589910291,1589910318.219,0.64,0.2163,0.56,0.2335
model-1589910291,1589910318.326,0.65,0.2177,0.62,0.2254
model-1589910291,1589910318.431,0.56,0.2292,0.56,0.2363
model-1589910291,1589910318.532,0.65,0.2147,0.66,0.2182
model-1589910291,1589910318.622,0.77,0.1985,0.66,0.2174
model-1589910291,1589910318.715,0.63,0.2151,0.67,0.2253
model-1589910291,1589910318.813,0.65,0.2206,0.68,0.224
model-1589910291,1589910318.906,0.72,0.2139,0.66,0.221
model-1589910291,1589910319.009,0.72,0.2117,0.6,0.2366
model-1589910291,1589910319.106,0.76,0.1979,0.68,0.216
model-1589910291,1589910319.219,0.71,0.2053,0.71,0.2046
model-1589910291,1589910319.325,0.56,0.2418,0.63,0.2292
model-1589910291,1589910319.42,0.71,0.1877,0.59,0.2455
model-1589910291,1589910319.521,0.67,0.2031,0.73,0.1925
model-1589910291,1589910319.619,0.64,0.2174,0.66,0.2291
model-1589910291,1589910319.725,0.63,0.2073,0.6,0.2401
model-1589910291,1589910319.822,0.73,0.1793,0.68,0.2155
model-1589910291,1589910319.922,0.66,0.2038,0.59,0.2438
model-1589910291,1589910320.018,0.7,0.1964,0.69,0.2108
model-1589910291,1589910320.113,0.7,0.2005,0.67,0.2135
model-1589910291,1589910320.214,0.7,0.2002,0.66,0.2194
model-1589910291,1589910320.321,0.74,0.189,0.63,0.2397
model-1589910291,1589910320.417,0.69,0.2191,0.62,0.2056
model-1589910291,1589910320.518,0.62,0.2517,0.71,0.2091
model-1589910291,1589910320.623,0.64,0.2254,0.71,0.1762
model-1589910291,1589910320.734,0.68,0.2181,0.63,0.203
model-1589910291,1589910320.832,0.72,0.1917,0.58,0.2476
model-1589910291,1589910320.941,0.74,0.1776,0.62,0.2148
model-1589910291,1589910321.064,0.61,0.2386,0.67,0.2157
model-1589910291,1589910321.159,0.63,0.2113,0.69,0.1855
model-1589910291,1589910321.258,0.74,0.1803,0.64,0.2305
model-1589910291,1589910321.353,0.58,0.2577,0.72,0.1918
model-1589910291,1589910321.45,0.63,0.211,0.63,0.2265
model-1589910291,1589910321.544,0.63,0.2065,0.69,0.2047
model-1589910291,1589910321.695,0.7,0.1905,0.67,0.2037
model-1589910291,1589910321.813,0.59,0.2429,0.63,0.2141
model-1589910291,1589910321.919,0.69,0.2044,0.63,0.2132
model-1589910291,1589910322.015,0.73,0.1828,0.62,0.2249
model-1589910291,1589910322.129,0.68,0.2107,0.68,0.2086
model-1589910291,1589910322.247,0.69,0.1854,0.64,0.2264
model-1589910291,1589910322.34,0.58,0.2246,0.59,0.2344
model-1589910291,1589910322.43,0.62,0.2248,0.69,0.2078
model-1589910291,1589910322.545,0.6,0.2277,0.66,0.212
model-1589910291,1589910322.672,0.68,0.2067,0.73,0.1914
model-1589910291,1589910322.773,0.72,0.1925,0.7,0.2095
model-1589910291,1589910322.881,0.75,0.1831,0.69,0.1987
model-1589910291,1589910323.005,0.69,0.204,0.72,0.189
model-1589910291,1589910323.127,0.66,0.2213,0.66,0.2089
model-1589910291,1589910323.221,0.7,0.2102,0.65,0.2229
model-1589910291,1589910323.32,0.72,0.1804,0.71,0.2003
model-1589910291,1589910323.427,0.78,0.1757,0.64,0.2329
model-1589910291,1589910323.534,0.64,0.2199,0.75,0.2043
model-1589910291,1589910323.627,0.73,0.1915,0.66,0.2188
model-1589910291,1589910323.726,0.65,0.2095,0.61,0.2206
model-1589910291,1589910323.824,0.78,0.1768,0.78,0.1658
model-1589910291,1589910323.923,0.64,0.2061,0.74,0.1822
model-1589910291,1589910324.02,0.65,0.2185,0.75,0.1899
model-1589910291,1589910324.12,0.69,0.1978,0.75,0.1759
model-1589910291,1589910324.224,0.65,0.2108,0.72,0.19
model-1589910291,1589910324.327,0.66,0.2063,0.66,0.2163
model-1589910291,1589910324.434,0.74,0.1795,0.64,0.2094
model-1589910291,1589910324.553,0.75,0.1724,0.72,0.1967
model-1589910291,1589910324.669,0.63,0.2276,0.64,0.2157
model-1589910291,1589910324.777,0.68,0.1914,0.72,0.1865
model-1589910291,1589910324.873,0.73,0.1837,0.7,0.1958
model-1589910291,1589910324.97,0.7,0.1889,0.66,0.1965
model-1589910291,1589910325.072,0.67,0.2239,0.7,0.1935
model-1589910291,1589910325.167,0.67,0.2271,0.66,0.2097
model-1589910291,1589910325.263,0.72,0.1924,0.65,0.2093
model-1589910291,1589910325.4,0.65,0.2081,0.63,0.2192
model-1589910291,1589910325.496,0.78,0.1735,0.71,0.1937
model-1589910291,1589910325.606,0.69,0.2211,0.71,0.2007
model-1589910291,1589910325.711,0.73,0.1816,0.67,0.2242
model-1589910291,1589910325.823,0.74,0.1684,0.64,0.2343
model-1589910291,1589910325.936,0.8,0.1764,0.71,0.195
model-1589910291,1589910326.045,0.76,0.1762,0.62,0.2059
model-1589910291,1589910326.148,0.75,0.185,0.65,0.2283
model-1589910291,1589910326.252,0.78,0.188,0.58,0.2577
model-1589910291,1589910326.348,0.62,0.2219,0.62,0.2305
model-1589910291,1589910326.456,0.69,0.2187,0.73,0.1589
model-1589910291,1589910326.558,0.75,0.1898,0.68,0.2145
model-1589910291,1589910326.661,0.68,0.2073,0.61,0.2352
model-1589910291,1589910326.787,0.62,0.2183,0.63,0.2104
model-1589910291,1589910326.923,0.74,0.1756,0.69,0.2146
model-1589910291,1589910327.022,0.72,0.1865,0.62,0.2325
model-1589910291,1589910327.132,0.7,0.1813,0.73,0.1889
model-1589910291,1589910327.247,0.75,0.1566,0.65,0.2176
model-1589910291,1589910327.347,0.79,0.1775,0.66,0.209
model-1589910291,1589910327.452,0.68,0.1972,0.62,0.2256
model-1589910291,1589910327.548,0.69,0.1894,0.71,0.1945
model-1589910291,1589910327.653,0.71,0.1943,0.71,0.1954
model-1589910291,1589910327.806,0.8,0.1728,0.73,0.2117
model-1589910291,1589910327.941,0.74,0.1724,0.65,0.2448
model-1589910291,1589910328.044,0.68,0.1991,0.67,0.2012
model-1589910291,1589910328.169,0.66,0.2053,0.71,0.1919
model-1589910291,1589910328.336,0.62,0.2133,0.72,0.1793
model-1589910291,1589910328.434,0.72,0.1752,0.72,0.1855
model-1589910291,1589910328.536,0.74,0.2049,0.65,0.2034
model-1589910291,1589910328.636,0.83,0.1198,0.66,0.1959
model-1589910291,1589910328.744,0.66,0.2101,0.6,0.2481
model-1589910291,1589910328.875,0.61,0.2236,0.67,0.2035
model-1589910291,1589910328.978,0.68,0.2178,0.65,0.2013
model-1589910291,1589910329.077,0.73,0.1742,0.69,0.2005
model-1589910291,1589910329.183,0.76,0.1905,0.75,0.1695
model-1589910291,1589910329.283,0.7,0.1995,0.64,0.2053
model-1589910291,1589910329.386,0.74,0.1722,0.68,0.2022
model-1589910291,1589910329.483,0.77,0.1694,0.65,0.2185
model-1589910291,1589910329.586,0.71,0.1831,0.69,0.1876
model-1589910291,1589910329.69,0.65,0.2271,0.69,0.2029
model-1589910291,1589910329.793,0.71,0.2031,0.71,0.2067
model-1589910291,1589910329.907,0.76,0.1581,0.76,0.163
model-1589910291,1589910330.008,0.61,0.2208,0.76,0.166
model-1589910291,1589910330.107,0.77,0.1568,0.67,0.2067
model-1589910291,1589910330.211,0.82,0.1568,0.75,0.1885
model-1589910291,1589910330.32,0.75,0.1898,0.77,0.1764
model-1589910291,1589910330.435,0.7,0.1773,0.74,0.1775
model-1589910291,1589910330.549,0.7,0.2012,0.65,0.219
model-1589910291,1589910330.669,0.65,0.1916,0.71,0.1994
model-1589910291,1589910330.776,0.67,0.2108,0.78,0.1766
model-1589910291,1589910330.887,0.63,0.2039,0.8,0.1482
model-1589910291,1589910331.016,0.71,0.1982,0.66,0.216
model-1589910291,1589910331.117,0.71,0.1854,0.7,0.1958
model-1589910291,1589910331.214,0.69,0.1892,0.62,0.2229
model-1589910291,1589910331.308,0.63,0.2284,0.72,0.1943
model-1589910291,1589910331.408,0.72,0.1794,0.66,0.2143
model-1589910291,1589910331.5,0.72,0.1833,0.72,0.1802
model-1589910291,1589910331.6,0.77,0.1592,0.74,0.1817
model-1589910291,1589910331.694,0.69,0.1827,0.74,0.1727
model-1589910291,1589910331.793,0.67,0.2212,0.71,0.1994
model-1589910291,1589910331.897,0.75,0.1724,0.67,0.1997
model-1589910291,1589910332.002,0.65,0.2246,0.71,0.2003
model-1589910291,1589910332.103,0.71,0.1777,0.76,0.1647
model-1589910291,1589910332.205,0.72,0.1935,0.75,0.1794
model-1589910291,1589910332.298,0.7,0.2026,0.73,0.194
model-1589910291,1589910332.392,0.73,0.1954,0.76,0.1948
model-1589910291,1589910332.492,0.73,0.1822,0.77,0.179
model-1589910291,1589910332.596,0.68,0.2011,0.73,0.1717
model-1589910291,1589910332.691,0.72,0.1675,0.7,0.1983
model-1589910291,1589910332.79,0.71,0.2019,0.59,0.2414
model-1589910291,1589910332.888,0.75,0.1821,0.74,0.1631
model-1589910291,1589910332.995,0.68,0.2076,0.78,0.1627
model-1589910291,1589910333.09,0.72,0.1737,0.7,0.1939
model-1589910291,1589910333.207,0.69,0.1888,0.67,0.2058
model-1589910291,1589910333.298,0.63,0.2238,0.75,0.1824
model-1589910291,1589910333.414,0.8,0.1452,0.73,0.1931
model-1589910291,1589910333.512,0.63,0.2136,0.7,0.2052
model-1589910291,1589910333.604,0.74,0.1933,0.71,0.2014
model-1589910291,1589910333.736,0.74,0.1753,0.69,0.2021
model-1589910291,1589910333.884,0.65,0.2287,0.72,0.1768
model-1589910291,1589910334.007,0.72,0.2039,0.69,0.2027
model-1589910291,1589910334.106,0.66,0.2005,0.69,0.1845
model-1589910291,1589910334.214,0.71,0.2046,0.77,0.1647
model-1589910291,1589910334.325,0.73,0.1906,0.78,0.1574
model-1589910291,1589910334.446,0.7,0.1934,0.73,0.1694
model-1589910291,1589910334.564,0.66,0.2113,0.78,0.1611
model-1589910291,1589910334.667,0.65,0.2076,0.75,0.176
model-1589910291,1589910334.758,0.74,0.1726,0.68,0.2035
model-1589910291,1589910334.852,0.6,0.2056,0.72,0.1911
model-1589910291,1589910334.951,0.72,0.1795,0.72,0.1971
model-1589910291,1589910335.041,0.75,0.1663,0.72,0.1732
model-1589910291,1589910335.138,0.76,0.1648,0.71,0.1987
model-1589910291,1589910335.238,0.79,0.1663,0.67,0.2022
model-1589910291,1589910335.337,0.74,0.1749,0.75,0.1839
model-1589910291,1589910335.426,0.83,0.1526,0.7,0.1967
model-1589910291,1589910335.537,0.73,0.1781,0.78,0.1744
model-1589910291,1589910335.63,0.63,0.2314,0.79,0.1525
model-1589910291,1589910335.739,0.73,0.1843,0.74,0.1753
model-1589910291,1589910335.862,0.79,0.1534,0.68,0.2188
model-1589910291,1589910335.966,0.65,0.2175,0.66,0.2168
model-1589910291,1589910336.081,0.57,0.236,0.68,0.2073
model-1589910291,1589910336.19,0.71,0.1879,0.72,0.2034
model-1589910291,1589910336.282,0.76,0.1569,0.75,0.1754
model-1589910291,1589910336.382,0.75,0.1831,0.73,0.1943
model-1589910291,1589910336.491,0.71,0.1932,0.73,0.1888
model-1589910291,1589910336.592,0.71,0.1823,0.72,0.1998
model-1589910291,1589910336.68,0.76,0.1624,0.58,0.2402
model-1589910291,1589910336.783,0.75,0.1874,0.77,0.1694
model-1589910291,1589910336.886,0.76,0.1662,0.76,0.185
model-1589910291,1589910336.992,0.74,0.1819,0.74,0.1842
model-1589910291,1589910337.09,0.7,0.1777,0.74,0.1788
model-1589910291,1589910337.195,0.75,0.1679,0.72,0.1933
model-1589910291,1589910337.295,0.74,0.1644,0.66,0.1922
