model-1589910291,1589910337.39,0.6,0.2264,0.66,0.2114
model-1589910291,1589910337.484,0.74,0.1911,0.74,0.1973
model-1589910291,1589910337.583,0.77,0.1638,0.73,0.1893
model-1589910291,1589910337.688,0.71,0.1922,0.69,0.1986
model-1589910291,1589910337.788,0.73,0.1882,0.7,0.2031
model-1589910291,1589910337.897,0.74,0.1889,0.73,0.1821
model-1589910291,1589910337.999,0.74,0.1675,0.73,0.1895
model-1589910291,1589910338.097,0.75,0.1624,0.81,0.1415
model-1589910291,1589910338.193,0.77,0.1559,0.71,0.201
model-1589910291,1589910338.265,0.75,0.1719,0.76,0.1911
model-1589910291,1589910338.373,0.71,0.1817,0.83,0.136
model-1589910291,1589910338.475,0.76,0.1735,0.75,0.184
model-1589910291,1589910338.582,0.68,0.1983,0.71,0.1777
model-1589910291,1589910338.684,0.74,0.1827,0.77,0.1671
model-1589910291,1589910338.785,0.76,0.1665,0.72,0.1876
model-1589910291,1589910338.888,0.74,0.1578,0.71,0.1791
model-1589910291,1589910338.984,0.81,0.1524,0.7,0.1934
model-1589910291,1589910339.081,0.75,0.1785,0.69,0.1967
model-1589910291,1589910339.176,0.72,0.1836,0.74,0.1937
model-1589910291,1589910339.268,0.79,0.1507,0.73,0.1744
model-1589910291,1589910339.361,0.7,0.179,0.74,0.1836
model-1589910291,1589910339.458,0.74,0.1677,0.71,0.1778
model-1589910291,1589910339.553,0.79,0.1393,0.72,0.1929
model-1589910291,1589910339.646,0.77,0.193,0.73,0.1747
model-1589910291,1589910339.738,0.73,0.1965,0.79,0.1455
model-1589910291,1589910339.828,0.77,0.1578,0.76,0.1835
model-1589910291,1589910339.931,0.8,0.1685,0.76,0.1593
model-1589910291,1589910340.022,0.8,0.1367,0.78,0.1711
model-1589910291,1589910340.128,0.72,0.1847,0.71,0.206
model-1589910291,1589910340.217,0.75,0.1591,0.69,0.2107
model-1589910291,1589910340.319,0.68,0.1974,0.78,0.1577
model-1589910291,1589910340.407,0.78,0.157,0.68,0.2058
model-1589910291,1589910340.519,0.72,0.2003,0.73,0.2099
model-1589910291,1589910340.636,0.64,0.2326,0.66,0.217
model-1589910291,1589910340.747,0.71,0.1919,0.72,0.1802
model-1589910291,1589910340.841,0.77,0.1674,0.75,0.1828
model-1589910291,1589910340.948,0.72,0.1713,0.77,0.1664
model-1589910291,1589910341.079,0.68,0.1864,0.68,0.1954
model-1589910291,1589910341.181,0.73,0.1817,0.65,0.227
model-1589910291,1589910341.274,0.67,0.1825,0.77,0.1473
model-1589910291,1589910341.369,0.66,0.2202,0.77,0.1581
model-1589910291,1589910341.459,0.76,0.1455,0.7,0.178
model-1589910291,1589910341.555,0.71,0.186,0.7,0.1788
model-1589910291,1589910341.651,0.77,0.1652,0.74,0.1845
model-1589910291,1589910341.754,0.74,0.194,0.71,0.193
model-1589910291,1589910341.847,0.77,0.165,0.74,0.1896
model-1589910291,1589910341.947,0.72,0.1795,0.69,0.1961
model-1589910291,1589910342.038,0.87,0.1257,0.75,0.1948
model-1589910291,1589910342.138,0.71,0.1697,0.64,0.2108
model-1589910291,1589910342.237,0.7,0.1939,0.65,0.2289
model-1589910291,1589910342.362,0.75,0.1571,0.68,0.2032
model-1589910291,1589910342.476,0.71,0.1778,0.71,0.1921
model-1589910291,1589910342.573,0.77,0.1517,0.74,0.1723
model-1589910291,1589910342.696,0.72,0.1767,0.75,0.1893
model-1589910291,1589910342.812,0.66,0.231,0.83,0.1435
model-1589910291,1589910342.909,0.72,0.1624,0.78,0.1601
model-1589910291,1589910343.023,0.73,0.1835,0.7,0.1881
model-1589910291,1589910343.142,0.69,0.1859,0.72,0.1941
model-1589910291,1589910343.236,0.75,0.1753,0.72,0.1797
model-1589910291,1589910343.339,0.83,0.137,0.75,0.1737
model-1589910291,1589910343.445,0.77,0.159,0.72,0.2011
model-1589910291,1589910343.568,0.78,0.1566,0.74,0.1806
model-1589910291,1589910343.67,0.77,0.1637,0.78,0.1564
model-1589910291,1589910343.782,0.74,0.1704,0.77,0.1711
model-1589910291,1589910343.906,0.82,0.1491,0.77,0.1572
model-1589910291,1589910344.003,0.74,0.1769,0.8,0.1493
model-1589910291,1589910344.093,0.67,0.221,0.68,0.2089
model-1589910291,1589910344.186,0.72,0.19,0.74,0.1819
model-1589910291,1589910344.285,0.74,0.1836,0.71,0.1765
model-1589910291,1589910344.376,0.76,0.155,0.75,0.1768
model-1589910291,1589910344.476,0.72,0.168,0.78,0.1676
model-1589910291,1589910344.581,0.72,0.1896,0.8,0.1524
model-1589910291,1589910344.689,0.75,0.1639,0.79,0.1632
model-1589910291,1589910344.786,0.82,0.1343,0.83,0.1338
model-1589910291,1589910344.883,0.63,0.219,0.71,0.2116
model-1589910291,1589910344.974,0.69,0.1972,0.69,0.1894
model-1589910291,1589910345.074,0.75,0.1565,0.74,0.1778
model-1589910291,1589910345.163,0.73,0.1695,0.75,0.175
model-1589910291,1589910345.252,0.7,0.1964,0.72,0.166
model-1589910291,1589910345.358,0.72,0.1803,0.81,0.1573
model-1589910291,1589910345.454,0.79,0.149,0.81,0.1475
model-1589910291,1589910345.551,0.73,0.1739,0.72,0.1745
model-1589910291,1589910345.643,0.81,0.1375,0.74,0.1763
model-1589910291,1589910345.737,0.74,0.1666,0.75,0.1633
model-1589910291,1589910345.834,0.73,0.1877,0.67,0.1968
model-1589910291,1589910345.938,0.75,0.1773,0.61,0.2313
model-1589910291,1589910346.036,0.71,0.1967,0.7,0.1875
model-1589910291,1589910346.142,0.74,0.1563,0.81,0.1559
model-1589910291,1589910346.237,0.77,0.1463,0.77,0.1602
model-1589910291,1589910346.373,0.68,0.2088,0.75,0.1642
model-1589910291,1589910346.481,0.68,0.1989,0.7,0.1914
model-1589910291,1589910346.569,0.77,0.1687,0.72,0.1932
model-1589910291,1589910346.663,0.82,0.136,0.82,0.1555
model-1589910291,1589910346.769,0.83,0.1291,0.75,0.1583
model-1589910291,1589910346.88,0.75,0.1699,0.72,0.1673
model-1589910291,1589910346.975,0.79,0.1513,0.76,0.1808
model-1589910291,1589910347.073,0.74,0.1719,0.75,0.1745
model-1589910291,1589910347.18,0.86,0.1182,0.73,0.1737
model-1589910291,1589910347.283,0.67,0.193,0.71,0.173
model-1589910291,1589910347.375,0.71,0.1913,0.78,0.1641
model-1589910291,1589910347.475,0.75,0.1539,0.78,0.1742
model-1589910291,1589910347.583,0.73,0.159,0.73,0.2034
model-1589910291,1589910347.697,0.75,0.1684,0.76,0.1887
model-1589910291,1589910347.799,0.77,0.1522,0.72,0.168
model-1589910291,1589910347.902,0.86,0.1178,0.88,0.1083
model-1589910291,1589910348.01,0.73,0.1773,0.7,0.2334
model-1589910291,1589910348.108,0.73,0.1893,0.77,0.168
model-1589910291,1589910348.209,0.72,0.1701,0.74,0.164
model-1589910291,1589910348.302,0.73,0.1757,0.76,0.1602
model-1589910291,1589910348.403,0.75,0.1695,0.72,0.187
model-1589910291,1589910348.497,0.66,0.2243,0.66,0.2025
model-1589910291,1589910348.592,0.8,0.1714,0.7,0.1734
model-1589910291,1589910348.695,0.75,0.1646,0.76,0.1535
model-1589910291,1589910348.794,0.83,0.1324,0.83,0.1414
model-1589910291,1589910348.892,0.74,0.1825,0.7,0.194
model-1589910291,1589910348.998,0.77,0.1512,0.66,0.1965
model-1589910291,1589910349.1,0.82,0.1282,0.85,0.1319
model-1589910291,1589910349.202,0.78,0.1497,0.73,0.182
model-1589910291,1589910349.303,0.78,0.1452,0.78,0.1432
model-1589910291,1589910349.415,0.77,0.1571,0.66,0.2155
model-1589910291,1589910349.516,0.76,0.1618,0.71,0.1827
model-1589910291,1589910349.619,0.69,0.1947,0.75,0.1625
model-1589910291,1589910349.714,0.73,0.2,0.77,0.176
model-1589910291,1589910349.817,0.72,0.1741,0.81,0.1486
model-1589910291,1589910349.908,0.73,0.1788,0.81,0.1491
model-1589910291,1589910350.009,0.71,0.1935,0.72,0.1897
model-1589910291,1589910350.101,0.8,0.1541,0.81,0.149
model-1589910291,1589910350.201,0.79,0.1601,0.73,0.1868
model-1589910291,1589910350.302,0.79,0.142,0.79,0.1433
model-1589910291,1589910350.401,0.81,0.1334,0.76,0.1665
model-1589910291,1589910350.502,0.82,0.1489,0.86,0.1215
model-1589910291,1589910350.603,0.77,0.167,0.84,0.1307
model-1589910291,1589910350.696,0.75,0.1631,0.72,0.2008
model-1589910291,1589910350.798,0.75,0.1556,0.75,0.1822
model-1589910291,1589910350.898,0.78,0.157,0.68,0.1998
model-1589910291,1589910351.009,0.8,0.1371,0.75,0.1597
model-1589910291,1589910351.105,0.74,0.1658,0.7,0.1854
model-1589910291,1589910351.201,0.74,0.1693,0.73,0.1746
model-1589910291,1589910351.299,0.7,0.2002,0.8,0.1363
model-1589910291,1589910351.406,0.82,0.1368,0.79,0.1498
model-1589910291,1589910351.506,0.71,0.1856,0.85,0.1074
model-1589910291,1589910351.615,0.87,0.098,0.83,0.1319
model-1589910291,1589910351.71,0.72,0.1876,0.71,0.1839
model-1589910291,1589910351.804,0.68,0.1941,0.7,0.1875
model-1589910291,1589910351.897,0.68,0.2064,0.74,0.1666
model-1589910291,1589910351.998,0.77,0.1656,0.77,0.1444
model-1589910291,1589910352.101,0.68,0.1871,0.7,0.1872
model-1589910291,1589910352.206,0.74,0.1594,0.85,0.119
model-1589910291,1589910352.302,0.79,0.142,0.84,0.1275
model-1589910291,1589910352.401,0.75,0.163,0.74,0.1688
model-1589910291,1589910352.502,0.81,0.1439,0.73,0.1603
model-1589910291,1589910352.599,0.68,0.1973,0.71,0.1946
model-1589910291,1589910352.701,0.7,0.1849,0.76,0.1882
model-1589910291,1589910352.795,0.87,0.1177,0.69,0.2133
model-1589910291,1589910352.929,0.71,0.2042,0.79,0.1482
model-1589910291,1589910353.034,0.78,0.134,0.76,0.1515
model-1589910291,1589910353.135,0.81,0.1528,0.71,0.1942
model-1589910291,1589910353.226,0.76,0.1555,0.7,0.1989
model-1589910291,1589910353.318,0.8,0.1368,0.78,0.1533
model-1589910291,1589910353.434,0.73,0.1675,0.68,0.2177
model-1589910291,1589910353.538,0.77,0.1496,0.79,0.1633
model-1589910291,1589910353.633,0.74,0.1844,0.79,0.1567
model-1589910291,1589910353.726,0.74,0.1754,0.72,0.1921
model-1589910291,1589910353.831,0.69,0.206,0.76,0.1618
model-1589910291,1589910353.929,0.77,0.1688,0.74,0.1956
model-1589910291,1589910354.022,0.72,0.1759,0.61,0.2102
model-1589910291,1589910354.141,0.57,0.2409,0.82,0.1352
model-1589910291,1589910354.243,0.76,0.1533,0.75,0.1804
model-1589910291,1589910354.353,0.79,0.1461,0.71,0.207
model-1589910291,1589910354.449,0.83,0.1292,0.74,0.1534
model-1589910291,1589910354.578,0.71,0.1767,0.7,0.1838
model-1589910291,1589910354.692,0.66,0.2255,0.82,0.147
model-1589910291,1589910354.792,0.77,0.1582,0.83,0.1388
model-1589910291,1589910354.901,0.7,0.1916,0.79,0.1552
model-1589910291,1589910355.007,0.78,0.155,0.64,0.226
model-1589910291,1589910355.114,0.79,0.1659,0.74,0.1684
model-1589910291,1589910355.234,0.74,0.1957,0.76,0.1463
model-1589910291,1589910355.337,0.71,0.1694,0.72,0.1978
model-1589910291,1589910355.429,0.74,0.1638,0.83,0.1388
model-1589910291,1589910355.542,0.74,0.1818,0.77,0.1458
model-1589910291,1589910355.651,0.8,0.1493,0.78,0.1584
model-1589910291,1589910355.758,0.69,0.189,0.73,0.1905
model-1589910291,1589910355.868,0.82,0.1356,0.77,0.1768
model-1589910291,1589910355.962,0.76,0.1689,0.73,0.1739
model-1589910291,1589910356.061,0.76,0.1743,0.7,0.1834
model-1589910291,1589910356.159,0.75,0.1662,0.65,0.1899
model-1589910291,1589910356.255,0.79,0.1629,0.71,0.1908
model-1589910291,1589910356.358,0.82,0.1254,0.83,0.1478
model-1589910291,1589910356.464,0.71,0.1848,0.74,0.1673
model-1589910291,1589910356.572,0.82,0.1445,0.79,0.1632
model-1589910291,1589910356.68,0.79,0.1503,0.84,0.1468
model-1589910291,1589910356.774,0.69,0.197,0.68,0.1797
model-1589910291,1589910356.873,0.74,0.1813,0.7,0.1846
model-1589910291,1589910356.971,0.74,0.1718,0.75,0.1761
model-1589910291,1589910357.099,0.74,0.1726,0.84,0.1256
model-1589910291,1589910357.213,0.8,0.1501,0.71,0.1739
model-1589910291,1589910357.311,0.75,0.1761,0.79,0.1499
model-1589910291,1589910357.416,0.72,0.193,0.7,0.1801
model-1589910291,1589910357.521,0.66,0.2165,0.76,0.1593
model-1589910291,1589910357.633,0.78,0.1426,0.65,0.2279
model-1589910291,1589910357.739,0.72,0.1855,0.68,0.1814
model-1589910291,1589910357.845,0.77,0.1769,0.74,0.175
model-1589910291,1589910357.953,0.8,0.1625,0.67,0.2188
model-1589910291,1589910358.068,0.78,0.1422,0.76,0.1818
model-1589910291,1589910358.158,0.8,0.1545,0.76,0.1644
model-1589910291,1589910358.255,0.78,0.1624,0.75,0.1541
model-1589910291,1589910358.357,0.84,0.1126,0.78,0.1526
model-1589910291,1589910358.458,0.73,0.1757,0.77,0.1578
model-1589910291,1589910358.554,0.7,0.1972,0.77,0.1727
model-1589910291,1589910358.642,0.77,0.1598,0.67,0.2217
model-1589910291,1589910358.745,0.78,0.1609,0.75,0.174
model-1589910291,1589910358.844,0.68,0.2298,0.72,0.1863
model-1589910291,1589910358.976,0.8,0.1676,0.72,0.1831
model-1589910291,1589910359.098,0.73,0.1709,0.81,0.1461
model-1589910291,1589910359.21,0.84,0.1317,0.73,0.1783
model-1589910291,1589910359.307,0.72,0.1779,0.76,0.1509
model-1589910291,1589910359.403,0.73,0.1757,0.76,0.1547
model-1589910291,1589910359.503,0.75,0.1573,0.77,0.1506
model-1589910291,1589910359.608,0.82,0.14,0.78,0.1658
model-1589910291,1589910359.703,0.74,0.1682,0.75,0.1582
model-1589910291,1589910359.814,0.77,0.1658,0.65,0.1993
model-1589910291,1589910359.917,0.68,0.1953,0.75,0.1599
model-1589910291,1589910360.021,0.67,0.1751,0.78,0.1539
model-1589910291,1589910360.129,0.78,0.152,0.73,0.1845
model-1589910291,1589910360.241,0.81,0.1419,0.68,0.2022
model-1589910291,1589910360.359,0.65,0.2108,0.79,0.1721
model-1589910291,1589910360.479,0.78,0.1738,0.75,0.1546
model-1589910291,1589910360.571,0.85,0.1292,0.82,0.146
model-1589910291,1589910360.667,0.75,0.1616,0.69,0.1919
model-1589910291,1589910360.778,0.73,0.1845,0.64,0.2135
model-1589910291,1589910360.877,0.78,0.1677,0.74,0.1534
model-1589910291,1589910360.969,0.77,0.1454,0.78,0.1494
model-1589910291,1589910361.08,0.8,0.1412,0.75,0.1637
model-1589910291,1589910361.175,0.81,0.1433,0.71,0.1907
model-1589910291,1589910361.245,0.77,0.1395,0.78,0.1529
model-1589910291,1589910361.359,0.78,0.1553,0.72,0.1799
model-1589910291,1589910361.465,0.79,0.1526,0.78,0.1522
model-1589910291,1589910361.56,0.76,0.1691,0.71,0.1806
model-1589910291,1589910361.659,0.76,0.1555,0.72,0.1658
model-1589910291,1589910361.772,0.77,0.138,0.73,0.1764
model-1589910291,1589910361.885,0.76,0.1487,0.76,0.1815
model-1589910291,1589910361.981,0.8,0.1457,0.76,0.1587
model-1589910291,1589910362.085,0.78,0.149,0.76,0.1612
model-1589910291,1589910362.177,0.79,0.15,0.76,0.1644
model-1589910291,1589910362.279,0.83,0.119,0.79,0.1474
model-1589910291,1589910362.381,0.77,0.1508,0.8,0.139
model-1589910291,1589910362.484,0.77,0.1432,0.77,0.1666
model-1589910291,1589910362.577,0.81,0.1241,0.77,0.1836
model-1589910291,1589910362.688,0.74,0.1766,0.81,0.1417
model-1589910291,1589910362.784,0.76,0.1737,0.66,0.2119
model-1589910291,1589910362.882,0.8,0.1334,0.85,0.1142
model-1589910291,1589910362.973,0.81,0.1393,0.79,0.1663
model-1589910291,1589910363.074,0.84,0.1204,0.79,0.1386
model-1589910291,1589910363.202,0.75,0.172,0.74,0.1629
model-1589910291,1589910363.322,0.85,0.1232,0.77,0.1712
model-1589910291,1589910363.428,0.72,0.1804,0.76,0.177
model-1589910291,1589910363.521,0.74,0.1707,0.68,0.2056
model-1589910291,1589910363.618,0.77,0.1508,0.76,0.1828
model-1589910291,1589910363.712,0.77,0.1525,0.71,0.182
model-1589910291,1589910363.809,0.74,0.188,0.68,0.2173
model-1589910291,1589910363.921,0.76,0.1606,0.72,0.2004
model-1589910291,1589910364.029,0.8,0.1404,0.63,0.2351
model-1589910291,1589910364.132,0.76,0.1479,0.75,0.1646
model-1589910291,1589910364.226,0.73,0.183,0.79,0.1642
model-1589910291,1589910364.324,0.79,0.1459,0.72,0.1776
model-1589910291,1589910364.426,0.75,0.1716,0.79,0.1427
model-1589910291,1589910364.533,0.85,0.107,0.72,0.1906
model-1589910291,1589910364.64,0.73,0.1795,0.74,0.1831
model-1589910291,1589910364.747,0.73,0.1667,0.79,0.1392
model-1589910291,1589910364.848,0.81,0.1418,0.78,0.1589
model-1589910291,1589910364.948,0.81,0.1369,0.67,0.2169
model-1589910291,1589910365.052,0.76,0.1683,0.71,0.1724
model-1589910291,1589910365.161,0.81,0.1155,0.74,0.1599
model-1589910291,1589910365.258,0.78,0.1503,0.7,0.1972
model-1589910291,1589910365.354,0.77,0.1539,0.75,0.1565
model-1589910291,1589910365.449,0.78,0.1394,0.7,0.187
model-1589910291,1589910365.547,0.72,0.1688,0.76,0.1807
model-1589910291,1589910365.645,0.83,0.121,0.73,0.1921
model-1589910291,1589910365.745,0.76,0.1653,0.78,0.1655
model-1589910291,1589910365.85,0.72,0.2132,0.75,0.1744
model-1589910291,1589910365.946,0.74,0.1659,0.7,0.1954
model-1589910291,1589910366.053,0.8,0.1605,0.77,0.1595
model-1589910291,1589910366.151,0.75,0.1692,0.8,0.1499
model-1589910291,1589910366.239,0.81,0.1491,0.73,0.1946
model-1589910291,1589910366.341,0.82,0.1249,0.74,0.1822
model-1589910291,1589910366.43,0.78,0.1346,0.79,0.1501
model-1589910291,1589910366.527,0.81,0.1243,0.79,0.1517
model-1589910291,1589910366.621,0.81,0.1391,0.77,0.1794
model-1589910291,1589910366.714,0.77,0.1569,0.79,0.1474
model-1589910291,1589910366.816,0.84,0.135,0.71,0.2102
model-1589910291,1589910366.916,0.75,0.1625,0.75,0.1629
model-1589910291,1589910367.027,0.69,0.2091,0.76,0.1568
model-1589910291,1589910367.131,0.76,0.1607,0.66,0.2237
model-1589910291,1589910367.236,0.77,0.1631,0.81,0.1485
model-1589910291,1589910367.345,0.79,0.1385,0.77,0.1752
model-1589910291,1589910367.442,0.75,0.1569,0.79,0.1508
model-1589910291,1589910367.539,0.73,0.1778,0.75,0.1817
model-1589910291,1589910367.641,0.78,0.152,0.78,0.1518
model-1589910291,1589910367.736,0.85,0.1181,0.77,0.1526
model-1589910291,1589910367.827,0.68,0.2067,0.75,0.1619
model-1589910291,1589910367.929,0.78,0.1523,0.79,0.1654
model-1589910291,1589910368.068,0.83,0.135,0.84,0.126
model-1589910291,1589910368.184,0.75,0.1511,0.86,0.1247
model-1589910291,1589910368.281,0.73,0.1741,0.76,0.1861
model-1589910291,1589910368.376,0.72,0.1721,0.73,0.1843
model-1589910291,1589910368.485,0.82,0.1455,0.8,0.1393
model-1589910291,1589910368.593,0.77,0.1629,0.77,0.1621
model-1589910291,1589910368.691,0.82,0.1235,0.67,0.1857
model-1589910291,1589910368.793,0.8,0.1531,0.66,0.2293
model-1589910291,1589910368.894,0.69,0.1927,0.76,0.1701
model-1589910291,1589910368.988,0.8,0.1441,0.76,0.1847
model-1589910291,1589910369.088,0.77,0.1578,0.79,0.1515
model-1589910291,1589910369.194,0.76,0.151,0.74,0.1769
model-1589910291,1589910369.309,0.79,0.1355,0.77,0.1815
model-1589910291,1589910369.411,0.74,0.1667,0.66,0.2014
model-1589910291,1589910369.532,0.76,0.1836,0.76,0.1776
model-1589910291,1589910369.626,0.81,0.1584,0.76,0.1444
model-1589910291,1589910369.737,0.84,0.1252,0.73,0.183
model-1589910291,1589910369.832,0.81,0.1374,0.68,0.2178
model-1589910291,1589910369.924,0.74,0.1669,0.77,0.1701
model-1589910291,1589910370.039,0.81,0.1354,0.68,0.2051
model-1589910291,1589910370.166,0.75,0.1702,0.84,0.1402
model-1589910291,1589910370.282,0.87,0.0994,0.83,0.1354
model-1589910291,1589910370.4,0.69,0.1779,0.84,0.1371
model-1589910291,1589910370.511,0.71,0.1787,0.74,0.1535
model-1589910291,1589910370.622,0.82,0.1402,0.78,0.1562
model-1589910291,1589910370.729,0.81,0.1362,0.79,0.1429
model-1589910291,1589910370.826,0.78,0.133,0.81,0.1291
model-1589910291,1589910370.924,0.77,0.1388,0.79,0.1502
model-1589910291,1589910371.08,0.86,0.1077,0.86,0.1119
model-1589910291,1589910371.185,0.77,0.1595,0.84,0.1306
model-1589910291,1589910371.291,0.77,0.1606,0.74,0.1868
model-1589910291,1589910371.389,0.82,0.1442,0.69,0.2165
model-1589910291,1589910371.488,0.76,0.1737,0.67,0.2297
model-1589910291,1589910371.598,0.79,0.1505,0.73,0.1701
model-1589910291,1589910371.709,0.71,0.2056,0.79,0.1515
model-1589910291,1589910371.817,0.79,0.1382,0.84,0.1153
model-1589910291,1589910371.922,0.79,0.1469,0.65,0.2019
model-1589910291,1589910372.034,0.85,0.1111,0.73,0.191
model-1589910291,1589910372.131,0.71,0.2106,0.75,0.157
model-1589910291,1589910372.249,0.84,0.1206,0.81,0.145
model-1589910291,1589910372.379,0.82,0.1234,0.72,0.198
model-1589910291,1589910372.496,0.81,0.1422,0.78,0.1617
model-1589910291,1589910372.598,0.79,0.152,0.82,0.1612
model-1589910291,1589910372.698,0.84,0.1449,0.72,0.2016
model-1589910291,1589910372.804,0.74,0.1653,0.71,0.1825
model-1589910291,1589910372.912,0.74,0.1746,0.73,0.1712
model-1589910291,1589910373.013,0.67,0.2163,0.72,0.1865
model-1589910291,1589910373.123,0.76,0.1636,0.76,0.1781
model-1589910291,1589910373.216,0.76,0.1487,0.82,0.1556
model-1589910291,1589910373.311,0.75,0.1787,0.69,0.1747
model-1589910291,1589910373.416,0.8,0.1413,0.69,0.1972
model-1589910291,1589910373.514,0.69,0.1787,0.73,0.1845
model-1589910291,1589910373.604,0.75,0.1619,0.76,0.1536
model-1589910291,1589910373.695,0.84,0.1252,0.72,0.1662
model-1589910291,1589910373.794,0.83,0.1319,0.69,0.1904
model-1589910291,1589910373.894,0.74,0.1705,0.75,0.185
model-1589910291,1589910373.998,0.82,0.1458,0.79,0.1438
model-1589910291,1589910374.099,0.77,0.156,0.68,0.204
model-1589910291,1589910374.199,0.81,0.1407,0.8,0.1487
model-1589910291,1589910374.289,0.86,0.1229,0.77,0.1599
model-1589910291,1589910374.39,0.74,0.1414,0.79,0.1594
model-1589910291,1589910374.496,0.84,0.1249,0.8,0.152
model-1589910291,1589910374.595,0.71,0.2004,0.75,0.1796
model-1589910291,1589910374.693,0.81,0.129,0.76,0.1785
model-1589910291,1589910374.791,0.74,0.1705,0.77,0.1708
model-1589910291,1589910374.908,0.89,0.1001,0.78,0.1692
model-1589910291,1589910375.002,0.77,0.1563,0.85,0.1235
model-1589910291,1589910375.105,0.78,0.1522,0.83,0.1261
model-1589910291,1589910375.203,0.81,0.1641,0.79,0.1465
model-1589910291,1589910375.3,0.8,0.1452,0.75,0.1682
model-1589910291,1589910375.398,0.76,0.1688,0.78,0.1421
model-1589910291,1589910375.485,0.77,0.1456,0.77,0.1483
model-1589910291,1589910375.582,0.77,0.1397,0.85,0.1329
model-1589910291,1589910375.684,0.76,0.1483,0.84,0.1371
model-1589910291,1589910375.788,0.8,0.1434,0.76,0.1764
model-1589910291,1589910375.887,0.81,0.1326,0.8,0.1386
model-1589910291,1589910375.99,0.75,0.1642,0.79,0.161
model-1589910291,1589910376.084,0.9,0.0996,0.69,0.1743
model-1589910291,1589910376.184,0.72,0.19,0.86,0.1162
model-1589910291,1589910376.272,0.86,0.1126,0.74,0.1819
model-1589910291,1589910376.378,0.84,0.1396,0.72,0.1938
model-1589910291,1589910376.479,0.79,0.1323,0.8,0.1455
model-1589910291,1589910376.587,0.9,0.1146,0.73,0.1835
model-1589910291,1589910376.675,0.72,0.1666,0.79,0.1575
model-1589910291,1589910376.778,0.83,0.1204,0.83,0.1321
model-1589910291,1589910376.872,0.81,0.1498,0.76,0.1798
model-1589910291,1589910376.969,0.79,0.1508,0.79,0.1722
model-1589910291,1589910377.066,0.71,0.1784,0.87,0.1152
model-1589910291,1589910377.163,0.78,0.1499,0.71,0.1793
model-1589910291,1589910377.262,0.77,0.1629,0.88,0.1127
model-1589910291,1589910377.377,0.58,0.2317,0.84,0.1257
model-1589910291,1589910377.482,0.82,0.1293,0.76,0.1757
model-1589910291,1589910377.575,0.84,0.1351,0.73,0.1693
model-1589910291,1589910377.686,0.87,0.1067,0.75,0.1623
model-1589910291,1589910377.787,0.74,0.1638,0.73,0.1819
model-1589910291,1589910377.883,0.71,0.2006,0.73,0.1841
model-1589910291,1589910377.982,0.79,0.1465,0.83,0.1424
model-1589910291,1589910378.089,0.78,0.1605,0.76,0.1452
model-1589910291,1589910378.185,0.79,0.1448,0.77,0.159
model-1589910291,1589910378.286,0.79,0.155,0.71,0.173
model-1589910291,1589910378.391,0.7,0.1942,0.74,0.1726
model-1589910291,1589910378.492,0.77,0.1513,0.84,0.1189
model-1589910291,1589910378.586,0.78,0.1438,0.74,0.1668
model-1589910291,1589910378.701,0.76,0.1663,0.72,0.1776
model-1589910291,1589910378.802,0.84,0.1313,0.8,0.1471
model-1589910291,1589910378.907,0.75,0.1713,0.8,0.1304
model-1589910291,1589910379.007,0.89,0.1095,0.71,0.2002
model-1589910291,1589910379.101,0.79,0.1515,0.74,0.1724
model-1589910291,1589910379.198,0.77,0.161,0.74,0.1606
model-1589910291,1589910379.301,0.75,0.1585,0.73,0.1664
model-1589910291,1589910379.403,0.8,0.1457,0.79,0.1443
model-1589910291,1589910379.51,0.84,0.1094,0.82,0.1317
model-1589910291,1589910379.618,0.76,0.168,0.79,0.1586
model-1589910291,1589910379.721,0.82,0.1287,0.81,0.1327
model-1589910291,1589910379.823,0.85,0.1279,0.85,0.1148
model-1589910291,1589910379.918,0.75,0.1697,0.83,0.1311
model-1589910291,1589910380.035,0.73,0.1631,0.78,0.1396
model-1589910291,1589910380.147,0.77,0.1501,0.79,0.1641
model-1589910291,1589910380.265,0.76,0.1665,0.77,0.1681
model-1589910291,1589910380.37,0.76,0.1445,0.75,0.1527
model-1589910291,1589910380.471,0.78,0.1614,0.79,0.1719
model-1589910291,1589910380.568,0.77,0.1585,0.77,0.1534
model-1589910291,1589910380.669,0.71,0.1867,0.83,0.132
model-1589910291,1589910380.767,0.85,0.1175,0.83,0.1282
model-1589910291,1589910380.875,0.75,0.1657,0.76,0.1721
model-1589910291,1589910380.977,0.79,0.1406,0.76,0.1682
model-1589910291,1589910381.08,0.83,0.1434,0.71,0.1979
model-1589910291,1589910381.195,0.83,0.136,0.81,0.1432
model-1589910291,1589910381.305,0.8,0.1407,0.73,0.181
model-1589910291,1589910381.406,0.78,0.153,0.67,0.1903
model-1589910291,1589910381.5,0.87,0.0976,0.74,0.1739
model-1589910291,1589910381.599,0.76,0.1627,0.74,0.1788
model-1589910291,1589910381.705,0.73,0.1717,0.78,0.157
model-1589910291,1589910381.798,0.76,0.1489,0.8,0.1541
model-1589910291,1589910381.891,0.84,0.1269,0.76,0.1886
model-1589910291,1589910381.996,0.72,0.1996,0.8,0.1311
model-1589910291,1589910382.098,0.84,0.1409,0.74,0.1802
model-1589910291,1589910382.202,0.72,0.1857,0.71,0.1957
model-1589910291,1589910382.295,0.87,0.1047,0.7,0.2038
